CAD;D0000;B0007;D0002;D0003;D0100;D0101
2250;CANAL;46;Sim;104620/2023;-50151;-38.1077
2251;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49642;-38.1099
2252;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49633;-38.1116
2253;CANAL;46;Sim;104620/2023;-50280;-38.0867
2254;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49551;-38.1002
2255;CANAL;46;Sim;104620/2023;-50340;-38.0951
2256;CANAL;46;Sim;104620/2023;-50315;-38.0910
2257;CANAL;46;Sim;104620/2023;-50374;-38.1014
2258;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49801;-38.0849
2259;CANAL;46;Sim;104620/2023;-50198;-38.1173
2260;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50441;-38.1260
2261;CANAL;46;Sim;104620/2023;-50202;-38.1098
2262;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49632;-38.0958
2263;CANAL;46;Sim;104620/2023;-50137;-38.0912
2264;CANAL;46;Sim;104620/2023;-50180;-38.1090
2265;CANAL;46;Sim;104620/2023;-50148;-38.1080
2266;CANAL;46;Sim;104620/2023;-50028;-38.0878
2267;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49691;-38.0826
2268;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50285;-38.1303
2269;CANAL;46;Sim;104620/2023;-50023;-38.0813
2270;PRODUTOR;46;Sim;104620/2023;-50350;-38.1093
2271;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50479;-38.1236
2272;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50510;-38.1327
2273;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50500;-38.1262
2274;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50486;-38.1382
2275;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50495;-38.1400
2276;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50345;-38.1125
2277;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50345;-38.1125
2278;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50514;-38.1256
2279;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50482;-38.1163
2280;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50513;-38.1256
2281;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50432;-38.1161
2282;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50339;-38.1476
2283;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50497;-38.1230
2284;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50331;-38.1266
2285;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50356;-38.1322
2286;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50302;-38.1296
2287;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50475;-38.1208
2288;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50458;-38.1181
2289;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50359;-38.1333
2290;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50433;-38.1162
2291;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50354;-38.1318
2292;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50349;-38.1305
2293;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50457;-38.1204
2294;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50243;-38.1593
2295;CANAL DO PERIMETRO IRRIGADO DISTAR;46;;104620/2023;-50403;-38.1602
2296;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50308;-38.0985
2297;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50391;-38.1394
2298;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50142;-38.1361
2299;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50342;-38.1289
2300;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50414;-38.1497
2301;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50230;-38.1541
2302;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50393;-38.1400
2303;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50132;-38.1355
2304;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50461;-38.1612
2305;CANAL DO PERIMETRO IRRIGADO DISTAR;46;;104620/2023;-50221;-38.1362
2306;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50140;-38.1320
2307;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50134;-38.1315
2308;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50204;-38.1265
2309;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50083;-38.1168
2310;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50206;-38.1265
2311;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50183;-38.1241
2312;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50185;-38.1248
2313;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50333;-38.1341
2314;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50068;-38.1279
2315;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49741;-38.0949
2316;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49838;-38.0874
2317;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50037;-38.1135
2318;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49802;-38.0871
2319;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49833;-38.0874
2320;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50037;-38.1135
2321;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49604;-38.1002
2322;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49546;-38.1069
2323;PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49614;-38.1059
2324;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49547;-38.1045
2325;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49610;-38.1070
2326;CANAL;46;Sim;104620/2023;-50254;-38.0853
2327;CANAL;46;Sim;104620/2023;-50277;-38.1018
2328;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49546;-38.1058
2329;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49743;-38.0971
2330;CANAL;46;Sim;104620/2023;-50384;-38.1089
2331;CANAL;46;Sim;104620/2023;-50230;-38.0832
2332;CANAL;46;Sim;104620/2023;-50200;-38.0830
2333;CANAL;46;Sim;104620/2023;-50198;-38.1176
2334;CANAL;46;Sim;104620/2023;-50155;-38.0776
2335;CANAL;46;Sim;104620/2023;-50259;-38.0858
2336;CANAL;46;Sim;104620/2024;-50368;-38.1276
2337;CANAL;46;Sim;104620/2023;-50325;-38.0968
2338;CANAL;46;Sim;104620/2023;-50349;-38.1283
2339;CANAL;46;Sim;104620/2023;-50282;-38.0862
2340;CANAL;46;Sim;104620/2023;-50226;-38.0910
2341;CANAL;46;Sim;104620/2023;-50215;-38.0842
2342;CANAL;46;Sim;104620/2023;-50191;-38.1183
2343;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49674;-38.0836
2344;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49661;-38.0971
2345;CANAL;46;Não;104620/2023;-50200;-38.1166
2346;CANAL;46;Sim;104620/2023;-50208;-38.1099
2347;CANAL;46;Sim;104620/2023;-50098;-38.1030
2348;CANAL;46;Sim;104620/2023;-50124;-38.1073
2349;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49654;-38.0979
2350;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49705;-38.0817
2351;CANAL;46;Sim;104620/2023;-50196;-38.1096
2352;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49618;-38.0951
2353;CANAL;46;Sim;104620/2023;-50176;-38.1089
2354;CANAL;46;Sim;104620/2023;-50091;-38.1114
2355;CANAL;46;Sim;104620/2023;-50110;-38.0868
2356;CANAL;46;Sim;104620/2023;-50096;-38.1129
2357;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49710;-38.0995
2358;CANAL;46;Sim;104620/2023;-50096;-38.0897
2359;CANAL;46;Sim;104620/2023;-50173;-38.1088
2360;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49806;-38.0758
2361;CANAL;46;Sim;104620/2023;-50124;-38.1074
2362;CANAL;46;Sim;104620/2023;-50080;-38.1111
2363;CANAL;46;Sim;104620/2023;-49994;-38.0856
2364;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49722;-38.0705
2365;CANAL;46;Sim;104620/2023;-50013;-38.0834
2366;CANAL;46;Sim;104620/2023;-50028;-38.0741
2367;CANAL;46;Sim;104620/2023;-50109;-38.0813
2368;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49850;-38.0704
2369;CANAL;46;Sim;104620/2023;-50142;-38.0978
2370;CANAL;46;Sim;104620/2023;-49957;-38.0928
2371;CANAL;46;Sim;104620/2023;-50014;-38.0742
2372;CANAL;46;Sim;104620/2023;-50142;-38.0980
2373;POÇO;46;Sim;;-50810;-38.0647
2374;POÇO TUBULAR;46;Sim;293;-50822;-38.0620
2375;POÇO;46;Sim;100999/2022;-50724;-38.0631
2376;POÇO;46;Sim;004/20;-50818;-38.0614
2377;POÇO TUBULAR;46;Sim;616;-50750;-38.0707
2378;POÇO TUBULAR;46;Sim;100819/2022;-50664;-38.0525
2379;POÇO TUBULAR;46;Sim;01364/21;-50681;-38.0697
2380;POÇO TUBULAR;46;Sim;;-50754;-38.0682
2381;POÇO TUBULAR;46;Sim;100706/2022;-50654;-38.0572
2382;POÇO;46;Sim;104168/2023;-50733;-38.0611
2383;POÇO TUBULAR;46;Sim;;-50762;-38.0663
2384;poço tubular;46;Sim;101055/2022;-50682;-38.0523
2385;POÇO MISTO;46;Sim;00002/06;-50659;-38.0682
2386;poço tubular;46;Sim;01152/20;-50362;-38.0391
2387;poço tubular;46;Sim;0996/20;-50256;-38.0268
2388;poço tubular;46;Sim;101091/2022;-50075;-38.0306
2389;Rio Jaguaribe;46;Sim;797/2015;-50215;-38.0419
2390;poço tubular;46;Sim;00059/05;-50377;-38.0453
2391;poço tubular;46;Sim;101263/2022;-50037;-38.0275
2392;poço tubular;46;Sim;100968/2022;-50436;-38.0442
2393;poço tubular;46;Sim;008/17;-50385;-38.0439
2394;poço tubular;46;Sim;01323/22;-50056;-38.0289
2395;poço tubular;46;Sim;;-50303;-38.0301
2396;poço tubular;46;Sim;;-49943;-379945
2397;poço tubular;46;Sim;01168/20;-49993;-38.0080
2398;bateria de poços;46;Sim;0570/17;-50021;-38.0235
2399;rio jaguaribe;46;Sim;798;-49943;-379986
2400;rio jaguaribe;46;;;-49943;-379953
2401;poço tubular;46;Sim;103934/2022;-49761;-38.0116
2402;rio jaguaribe;46;Sim;00137/05;-49966;-38.0302
2403;rio jaguaribe;46;Sim;03083/01;-49945;-379986
2404;poço tubular;46;Sim;103369/2022;-50030;-38.0264
2405;rio jaguaribe;46;Sim;03002/01;-49888;-38.0204
2406;bateria de poços;46;Sim;01130/18;-49846;-379667
2407;rio quixeré;46;Sim;00273/03;-49848;-379564
2408;poço tubular;46;Sim;00954/19;-49995;-379861
2409;rio jaguaribe;46;Sim;103841/2022;-50009;-379473
2410;Rio Jaguaribe;46;Sim;369;-49874;-379273
2411;Rio Jaguaribe;46;Sim;64;-49903;-379374
2412;poço tubular;46;Sim;00473/21;-49880;-379746
2413;bateria de poços;46;Sim;700;-49846;-379595
2414;rio Jaguaribe;46;Sim;226/09;-49974;-379443
2415;rio jaguaribe;46;Sim;230;-49964;-379496
2416;Rio Jaguaribe;46;Sim;03151/01;-49763;-379575
2417;poço tubular;46;Sim;00771/21;-49757;-379507
2418;poço tubular;46;Sim;745/2016;-49649;-379365
2419;Rio Jaguaribe;46;Sim;03150/01;-49704;-379630
2420;Poço tubular misto;46;Sim;01373/18;-49713;-379309
2421;poço tubular;46;Sim;01454/18;-49641;-379374
2422;rio oros;46;Sim;03102/01;-49806;-379173
2423;Rio Jaguaribe;46;Sim;03159/01;-49814;-379190
2424;Rio Jaguaribe;46;Sim;57;-49780;-379138
2425;Rio Jaguaribe;46;Sim;03104/01;-49850;-379494
2426;Rio Jaguaribe;46;Sim;P022;-49779;-379127
2427;rio jaguaribe;46;Sim;03081/01;-49662;-378915
2428;rio jaguaribe;46;Sim;16;-49737;-378967
2429;rio jaguaribe;46;Sim;03062/01;-49622;-378892
2430;rio jaguaribe;46;Sim;03061/01;-49627;-378895
2431;rio jaguaribe;46;Sim;03158/01;-49881;-379097
2432;rio jaguaribe;46;Sim;03064/01;-49594;-378872
2433;rio jaguaribe;46;Sim;00314/22;-49844;-379022
2434;rio jaguaribe;46;Sim;03065/01;-49641;-378904
2435;rio jaguaribe;46;Sim;213;-49610;-378884
2436;rio jaguaribe;46;Sim;03206/01;-49330;-378927
2437;poço tubular;46;Sim;01196/19;-49480;-378986
2438;rio jaguaribe;46;Sim;19;-49363;-378854
2439;rio jaguaribe;46;Sim;P0003/04;-49559;-378843
2440;rio jaguaribe;46;Sim;101781/2022;-49421;-378839
2441;rio jaguaribe;46;Sim;03205/01;-49523;-378865
2442;rio jaguaribe;46;Sim;03060/01;-49575;-378863
2443;rio jaguaribe;46;Sim;00022/00;-49330;-378953
2444;rio jaguaribe;46;Sim;03004/01;-49408;-379006
2445;rio jaguaribe;46;Sim;437;-49330;-378943
2446;rio jaguaribe;46;Sim;03084/01;-49303;-378873
2447;rio jaguaribe;46;Sim;03101/01;-49260;-378765
2448;rio jaguaribe;46;Sim;03085/01;-49317;-378880
2449;rio jaguaribe;46;Sim;03096/01;-49291;-378842
2450;rio jaguaribe;46;Sim;03105/01;-49264;-378770
2451;poço tubular;46;Sim;434/2016;-49301;-379160
2452;rio jaguaribe;46;Sim;03097/01;-49292;-378823
2453;poço tubular;46;Sim;01265/22;-49285;-378879
2454;poço raso;46;Sim;657;-49236;-379103
2455;rio jaguaribe;46;Sim;03076/01;-49287;-378806
2456;poço;46;Sim;14;-49148;-379437
2457;poço;46;Sim;134;-48904;-379266
2458;poço;46;Sim;104402/2023;-48983;-379115
2459;poço;46;Sim;46;-49036;-379348
2460;poço amazonas;46;Sim;00107/05;-49007;-379330
2461;poço;46;Sim;01411/19;-49154;-379262
2462;poço;46;Sim;80;-48912;-379271
2463;poço;46;Sim;00137/05;-49184;-379472
2464;poço;46;Sim;511;-49208;-379486
2465;poço;46;Sim;;-48993;-379321
2466;PT 01- SANDRA MARIA CHAGAS XAVIER DANTAS - QUIXERE;45;Sim;01405/22;-50550;-379900
2467;;45;Sim;105252/2023;-50326;-38.0060
2468;;45;Sim;102874/2022;-50346;-38.0040
2469;Rio Velho;45;Sim;;-50718;-379968
2470;Poço Amazonas;45;Sim;;-50635;-379940
2471;Poço Misto;45;Sim;;-50569;-379896
2472;Poço tubular profundo;45;Sim;;-50365;-38.0042
2473;Poço Misto;45;Sim;;-50067;-379847
2474;PoçoTubular 1;45;Sim;;-49950;-379860
2475;Rio Jaguaribe;45;Sim;;-50445;-379774
2476;Poço Amazonas;45;Sim;;-50625;-379936
2477;RIO QUIXERÉ;45;Sim;;-50577;-379831
2478;Castanhão;45;Sim;;-50476;-379786
2479;Rio Jaguaribe;45;Sim;;-50584;-379864
2480;RIO QUIXERÉ;45;Sim;;-50568;-379866
2481;PT 01- JOSÉ OSVALDO GADELHA DE OLIVEIRA - QUIXERE;45;Sim;01327/22;-50685;-379952
2482;Poço Misto;45;Sim;;-50355;-38.0086
2483;RIO JAGUARIBE;45;Sim;;-50543;-379836
2484;POÇO TUBULAR MÉDIO;45;Não;;-50782;-38.0428
2485;PT - FRANCISCO NILSON DE QUEIROZ - QUIXERE;45;Sim;01295/21;-50751;-38.0379
2486;POÇO MISTO;45;Não;;-50737;-38.0367
2487;PT-01 JOSE MARIA - QUIXERE;45;Sim;00407/22;-50743;-38.0373
2488;PT 01 - J S DE S MENDES NEGREIROS - QUIXERE;45;Sim;00810/20;-50749;-38.0445
2489;BATERIA DE POÇOS;45;Sim;01991/21;-50724;-38.0568
2490;POÇO TUBULAR MISTO;45;Não;;-50726;-38.0586
2491;POÇO AMAZONAS;45;Não;;-50776;-38.0387
2492;POÇO MISTO;45;Não;;-50766;-38.0417
2493;Rio Jaguaribe;45;Sim;;-50434;-379772
2494;POÇO AMAZONAS;45;Não;;-50642;-38.0326
2495;PT-01 GILDESIA MARIA - QUIXERE;45;Sim;00002/22;-50642;-38.0226
2496;PA - MARIA APARECIDA NUNES XAVIER - QUIXERE;45;Sim;00117/22;-50624;-38.0292
2497;POÇO TUBULAR;45;Não;;-50637;-38.0350
2498;POÇO MISTO;45;Não;;-50698;-38.0302
2499;;45;Sim;103807/2022;-50681;-38.0293
2500;;45;Sim;103136/2022;-50632;-38.0276
2501;RIO JAGUARIBE;45;Não;;-50774;-38.0391
2502;POÇO TUBULAR RASO;45;Não;;-50694;-38.0364
2503;PA - ANTONIO SABINO FILHO - QUIXERE;45;Sim;01810/22;-50727;-38.0364
2504;POÇO;45;Sim;01422/21;-50564;-38.0227
2505;POÇO TUBULAR RASO;45;Não;;-50641;-38.0244
2506;POÇO TUBULAR RASO;45;Não;;-50621;-38.0219
2507;POÇO TUBULAR RASO;45;Não;;-50583;-38.0224
2508;POÇO;45;Não;;-50571;-38.0237
2509;PA-01 SITIO BARREIRAS - QUIXERE;45;Sim;00751/22;-50576;-38.0240
2510;POÇO TUBULAR MÉDIO;45;Não;;-50624;-38.0237
2511;POÇO;45;Não;;-50575;-38.0274
2512;POÇO MISTO;45;Não;;-50627;-38.0228
2513;;45;Sim;104040/2022;-50563;-38.0226
2514;POÇO;45;Não;;-50504;-38.0184
2515;POÇO;45;Sim;00281/22;-50476;-38.0153
2516;POÇO;45;Sim;01393/22;-50496;-38.0170
2517;POÇO;45;Sim;00948/22;-50586;-38.0301
2518;POÇO;45;Sim;00286/22;-50526;-38.0200
2519;POÇO;45;Não;;-50590;-38.0328
2520;POÇO;45;Sim;01020/20;-50438;-38.0198
2521;POÇO;45;Sim;01351/22;-50456;-38.0154
2522;POÇO;45;Não;;-50525;-38.0200
2523;POÇÇOÇ;45;Não;;-50577;-38.0287
2524;POÇO;45;Não;;-50450;-38.0122
2525;POÇO;45;Não;;-50298;-38.0110
2526;POÇO;45;Sim;104258/2023;-50409;-38.0132
2527;POÇO;45;Não;;-50303;-38.0040
2528;POÇO;45;Não;;-50290;-38.0149
2529;POÇO;45;Sim;00794/20;-50318;-38.0040
2530;POÇO;45;Sim;01408/19;-50255;-38.0095
2531;POÇO;45;Não;;-50266;-38.0082
2532;POÇO;45;Não;;-50294;-38.0045
2533;POÇO;45;Não;;-50301;-38.0018
2534;POÇO TUBULAR MÉDIO;45;Não;;-50704;-38.0318
2535;poço tubular;45;Sim;416;-50135;-379894
2536;açude;45;Sim;00152/04;-50432;-379755
2537;rio;45;Sim;745/2015;-50402;-379705
2538;rio;45;Sim;672/15;-50265;-379535
2539;rio;45;Sim;821/2015;-50399;-379698
2540;POÇO AMAZONAS;45;Não;;-50292;-38.0009
2541;rio;45;Sim;829/2015;-50401;-379561
2542;rio;45;Sim;740/2015;-50399;-379697
2543;rio;45;Sim;00220/04;-50318;-379613
2544;rio;45;Sim;01182/01;-50313;-379509
2545;poço;45;Sim;01679/17;-50269;-379521
2546;poço;45;Sim;47;-50650;-38.0073
2547;rio;45;Sim;;-50673;-38.0078
2548;rio;45;Sim;161;-50147;-379414
2549;poço;45;Sim;00486/20;-51281;-379330
2550;rio;45;Sim;996/2014;-50162;-379411
2551;rio;45;Sim;01079/01;-50850;-379985
2552;rio;45;Sim;104050/2022;-50295;-379438
2553;poço;45;Sim;297;-50631;-38.0059
2554;poço;45;;;-50350;-379567
2555;poço;45;Sim;708/2015;-50584;-379827
2556;poço;45;;;-50360;-379552
2557;poço;45;;;-50342;-379575
2558;poço;45;;;-50568;-38.0235
2559;poço;45;;;-51306;-379542
2560;poço tubular;45;;;-50388;-379553
2561;poço;45;;;-51106;-379543
2562;poço;45;;;-51351;-379583
2563;poço tubular;45;Sim;;-50411;-379592
2564;poço;45;;;-51173;-379296
2565;poço;45;;;-51194;-379567
2566;poço;45;;;-51272;-379168
2567;PT 01 - FRANCISCO EDILARDO CHAVES RIBEIRO - QUIXERÉ;45;Sim;01398/22;-50624;-379931
2568;poço;45;;;-51202;-379563
2569;poço;45;;;-51238;-379208
2570;poço;45;;;-51257;-379187
2571;poço;45;;;-51291;-379173
2572;poço;45;;;-51185;-379265
2573;poço;45;;;-51142;-379385
2574;POÇO;42;Sim;00179/21;-48953;-377940
2575;POÇO;42;Sim;103949/2022;-48949;-377950
2576;POÇO;42;Sim;01217/21;-48936;-377963
2577;POÇO;42;Sim;104925/2023;-48910;-378034
2578;RIO JAGUARIBE;42;Sim;00133/20;-48710;-377853
2579;RIO JAGUARIBE;42;Sim;03115/01;-48961;-377935
2580;RIO JAGUARIBE;42;Sim;03089/01;-48554;-377772
2581;RIO JAGUARIBE;42;Sim;03114/01;-48967;-377908
2582;RIO JAGUARIBE;42;Sim;103842/2022;-48932;-377981
2583;JAGUARIBE 2B;42;Sim;104234/2023;-48555;-377773
2584;RIO JAGUARIBE;42;Sim;481;-48797;-377970
2585;LAGOA;42;Sim;105044/2023;-48809;-378000
2586;RIO;42;Sim;102372/2022;-48565;-377854
2587;RIO JAGUARIBE;42;Sim;43;-48787;-377982
2588;RIO JAGUARIBE;42;Sim;41;-49112;-377906
2589;RIO JAGUARIBE;42;Sim;00660/21;-49471;-378646
2590;POÇO TUBULAR RASO;42;Sim;8082360/2014;-49209;-378317
2591;RIO JAGUARIBE;42;Sim;0143/18;-48966;-377862
2592;;42;;;-49283;-378479
2593;;42;;;-49338;-378608
2594;RIO JAGUARIBE;42;Sim;03134/01;-49202;-378130
2595;RIO JAGUARIBE;42;Sim;00208/21;-49367;-378686
2596;RIO JAGUARIBE;42;Sim;00086/22;-49222;-378333
2597;RIO JAGUARIBE;42;Sim;P0042/03;-49167;-378226
2598;PT - JOAQUIM F DE OLIVEIRA JUNIOR - JAGUARUANA;42;Sim;01247/22;-48497;-378257
2599;BATERIA DE POÇOS;42;Sim;708;-48470;-378454
2600;PT 01 - CARLOS D BARBOSA CHAVES - JAGUARUANA;42;Sim;00540/21;-48485;-378480
2601;POÇO;42;Sim;102417/2022;-48458;-378329
2602;RIO JAGUARIBE;42;Sim;03030/01;-49205;-378118
2603;;42;Sim;103920/2022;-48491;-378483
2604;POÇO;42;Sim;102954/2022;-48427;-378297
2605;POÇO TUBULAR MISTO;42;Sim;020/15;-48527;-378522
2606;POÇO;42;Sim;02055/21;-48438;-378307
2607;POÇO TUBULAR RASO;42;Sim;370;-48527;-378512
2608;POÇO;42;Sim;137/2016;-48344;-378207
2609;POÇO;42;Sim;569/2016;-48332;-378187
2610;POÇO;42;Sim;01182/20;-48288;-378134
2611;POÇO;42;Sim;103946/2022;-48370;-378250
2612;RIO JAGUARIBE;42;Sim;P0043/03;-49280;-378457
2613;JAGUARIBE 2B;42;Sim;102904/2022;-49214;-378052
2614;POÇO;42;Sim;103447/2022;-48319;-378165
2615;POÇO;42;Sim;009/17;-48384;-378259
2616;RIO JAGUARIBE;42;Sim;002/2015;-48467;-378250
2617;;42;Sim;104230/2023;-48460;-378488
2618;POÇO;42;Sim;104018/2022;-48775;-378660
2619;RIO JAGUARIBE;42;Sim;01521/21;-49356;-378658
2620;POÇO;42;Sim;103916/2022;-48735;-378646
2621;POÇO;42;Sim;103912/2022;-48716;-378646
2622;POÇO;42;Sim;00407/21;-48589;-378562
2623;POÇO;42;Sim;103947/2022;-49274;-378437
2624;POÇO;42;Sim;00761/20;-48190;-377812
2625;POÇO;42;Sim;100918/2022;-48707;-378642
2626;POÇO;42;Sim;00652/20;-49169;-378185
2627;POÇO;42;Sim;01198/22;-48646;-378603
2628;POÇO;42;Sim;103725/2022;-48259;-378183
2629;POÇO;42;Sim;103707/2022;-48245;-378187
2630;AÇUDE;42;Sim;01395/21;-48481;-378356
2631;POÇO;42;Sim;00646/20;-48444;-378397
2632;POÇO;42;Sim;629;-48387;-378345
2633;POÇO;42;Sim;01114/17;-48462;-378382
2634;POÇO;42;Sim;01625/22;-48305;-377844
2635;POÇO;42;Sim;01182/20;-48496;-378490
2636;POÇO;42;Sim;103298/2022;-48465;-378437
2637;POÇO;42;Sim;81;-48464;-378400
2638;POÇO;42;Sim;104808/2023;-49010;-378230
2639;POÇO;42;Sim;104284/2023;-49023;-378336
2640;RIO JAGUARIBE;42;Sim;03077/01;-49222;-378592
2641;RIO JAGUARIBE;42;Sim;594;-49242;-378697
2642;RIO;42;Sim;100203/2022;-49018;-378643
2643;POÇO;42;Sim;03179/01;-49223;-378605
2644;RIO;42;Sim;;-49230;-378634
2645;açude;42;Sim;00938/22;-49007;-378222
2646;POÇO;42;Sim;01508/21;-49050;-378275
2647;RIO;42;Sim;;-49213;-378535
2648;POÇO;42;Sim;01045/20;-47994;-378243
2649;RIO;42;Sim;;-49214;-378506
2650;POÇO;42;Sim;103428/2022;-47840;-378024
2651;RIO;42;Sim;P019;-49132;-378386
2652;RIO;42;Sim;354/2016;-49181;-378440
2653;RIO;42;Sim;105104/2023;-49080;-378265
2654;RIO;42;Não;;-49176;-378434
2655;RIO;42;Sim;11;-49072;-378294
2656;RIO;42;Sim;102918/2022;-49093;-378221
2657;POÇO;42;Sim;;-49150;-378411
2658;POÇO;42;Sim;00036/23;-47525;-377996
2659;POÇO;42;Sim;103448/2022;-48718;-377871
2660;POÇO;42;;;-47430;-378037
2661;POÇO;42;;;-47532;-377996
2662;POÇO;42;Sim;103297/2022;-48670;-378149
2663;POÇO;42;Sim;;-47546;-377993
2664;POÇO;42;Sim;103911/2022;-47830;-377953
2665;RIO;42;Sim;;-48729;-377877
2666;POÇO;42;Não;;-49100;-378167
2667;RIO;42;Sim;103231/2022;-47424;-378028
2668;POÇO;42;Sim;103922/2022;-48680;-377864
2669;RIO;42;;;-48652;-377916
2670;AÇUDE;42;Sim;;-48650;-377875
2671;POÇO;42;;;-48641;-377896
2672;POÇO;42;Sim;;-48866;-378013
2673;POÇO;42;;;-48986;-377883
2674;POÇO;42;;;-48880;-378019
2675;RIO;42;;;-48982;-377886
2676;POÇO;42;Sim;;-48961;-377938
2677;RIO;42;;;-48970;-377887
